hg38.kgXref.geneSymbol,21423L,21424B,21424L,21562L,22288B,22316B
CASP1,2.38808901594614,0.0741516771051557,2.61938542150266,2.84919572884745,0.484307870244796,0.816594561065695
CASP10,3.85364110421403,1.32206787639818,3.72310315818588,4.90671625293615,-0.317322504755097,-0.512183965601305
CASP14,1.33560370899038,-0.232212184072047,0.448451331485934,1.83821906783645,-1.40695395319391,0.304933508176608
CASP16P,-0.72257938177646,-1.60142659181735,0.0356395515451933,1.83906199924559,-4.77211161296881,-1.23567221538899
CASP17P,-0.103883188232461,-4.43617088731403,-0.444834320888014,-5.30811175309812,-6.07401964352285,-5.56010408581589
CASP1P2,-6.07401964352285,-6.07401964352285,-6.07401964352285,-1.36234692023504,-6.07401964352285,-6.07401964352285
CASP2,3.73483003078171,4.43708346202814,4.12208909984363,4.22211796593277,5.42328790736943,4.72498245324953
CASP3,5.83768989666912,5.63966378327706,6.16519276826921,5.93133233995854,5.3812096524323,5.42751362695871
CASP4,2.5319755482454,-1.47769996847217,2.31528919094206,3.43986213292291,-1.482056591217,-4.41346955852702e-05
CASP6,4.59626930165337,1.77117925747221,4.34399042931076,4.90164285657679,3.37241761493513,2.38318734126462
CASP7,3.80613248060329,1.71360622110421,3.03763785228582,3.80865871935194,1.66672773665729,2.2744804247085
CASP8,3.60562992105372,0.125999802000797,3.21657890385599,4.29883391445704,0.476061792945054,0.531371686159214
CASP8AP2,4.78763988786949,5.50779099944673,4.86587578676439,5.06921106781624,5.28357044129685,5.37694766368753
CASP9,3.82146905166262,3.0555622217763,3.46160620114519,4.30194350659731,1.60771197387091,2.83977921284316
CASQ1,-6.07401964352285,2.16335984329611,-4.02707052551554,-1.862454685553,-0.0436145356588646,1.55099882499165
CASQ2,-1.97442177593629,-6.07401964352285,-6.07401964352285,-4.8108773925759,-0.951683263831345,-1.52495189002329
CASR,2.02016263943934,1.43106351944095,0.933144575652954,1.07587853471454,0.926458366513493,0.240386733753205
CASS4,-3.8277674821369,-2.2129948919265,-0.926950253585131,-0.665494198332864,-5.56952307204854,-2.57735189389116
CAST,7.23872332270064,4.26040924081691,8.16060861338469,7.16078280348274,4.5332938995096,4.01235981817171
CASTOR1,0.333618732555916,-1.06996999392297,1.66597377411177,0.64253665811992,2.15737527722482,0.750776194470025
CASTOR2,-3.23172271790915,2.76257691845958,-0.251704855135671,-2.94660895933826,1.60085616373974,2.62507110630739
CASTOR3,1.77816783365754,6.19694684535466,0.859682459862739,3.03641427948796,6.42222113077036,6.54039310090757
CASZ1,1.68693990764756,1.47195752309838,1.43495675177564,1.83545720966254,0.15195758188932,-0.546333089193895
CAT,8.30652900408425,4.64611723721,9.38215804358695,8.63251718262519,4.47505927618617,4.7365508565532
CATIP,0.913821614590985,-2.22499387174803,0.831046150812984,-0.0380414896012787,-2.67898488356356,1.21067498948837
